Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Industry PE,EPS,Promoter holding,Debt to equity,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,ROCE3yr avg,Return on capital employed,OPM,Profit after tax,Sales,Sales growth 3Years,Sales growth 5Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Profit growth 7Years,Profit growth 10Years,Average return on equity 5Years,Average return on equity 3Years,Return on equity,Return over 1year,Return over 3years,Return over 5years,Return on assets,Sales growth,Sales preceding year,Sales growth 7Years,Operating profit preceding year,Net Profit last year,Sales growth 10Years,Average Earnings 5Year,Free cash flow last year,Free cash flow preceding year,Net cash flow preceding year,Free cash flow 3years,Average return on capital employed 3Years,Average return on capital employed 5Years,Dividend yield,Operating cash flow 3years,Operating cash flow 5years,Operating cash flow 7years,Price to book value,Return over 6months
Banswara Syntex,503722,BANSWRAS,Textiles - Spinning - Synthetic / Blended,169.63,16.33,24.39,10.38,54.37,0.66,8.48,-70.6,343.39,-6.93,15.26,8.7,7.98,35.54,1263.87,17.12,-1.32,-67.98,43.25,5.86,8.68,3.14,12.65,14.07,6.81,-0.22,25.93,39.31,3.32,-15.67,1498.78,0.27,197.43,35.54,0.39,51.11,48.37,-79.59,-4.14,-25.67,15.26,13.6,1.77,216.73,557.55,800.71,1.09,2.06
Barak Valley,532916,BVCL,Cement - North India,61.99,18.93,30.09,3.27,55.32,0.4,-1.17,-191.41,68.59,13.04,9.73,11.81,10.32,7.25,234.01,16.79,9.53,38.89,45.58,84.4,24.57,11.61,4.05,5.56,6.21,77.79,36.96,32.75,3.1,28.17,182.58,8.73,23.2,7.25,6.56,4.61,13.69,23.25,-2.16,87.51,9.73,8.25,0,34.01,49.46,83.1,1.14,11.1
Barbeque-Nation,543283,BARBEQUE,Hotels,564.8,,167.21,-3.43,33.71,1.74,-0.03,99.7,298.05,6.36,5.99,5.67,16.91,-11.18,1254.51,35.25,11.16,-177.17,23.4,11.06,,,-12.42,-2.15,-2.82,-13.37,-14.29,,-0.88,1.68,1233.76,13.93,230.58,-11.18,,-32.28,133.08,81.67,-42.78,181.34,5.99,3.82,0,507.91,756.89,1006.69,5.63,-9.03
Baroda Extrusion,513502,,Mining / Minerals / Metals,6.55,,23.01,-0.07,55.38,,-1.37,-320.97,33.52,3.62,-6.35,-6.2,-1.23,-1.1,127.2,34.54,20.01,67.84,,5.92,5.67,6.18,,,,142.59,72.77,85.28,-3.41,-2.24,130.11,37.03,-3.75,-1.1,10.24,-3.77,-5.4,-2.57,0.35,-8.16,-6.35,-24.29,0,-7.56,-10.07,-10.08,,95.52
Baron Infotech,532336,,Computers - Software - Medium / Small,0.88,,38.53,-0.17,12.44,,-0.09,83.02,0,-100,-53.23,-7.55,,-0.17,0,,,87.22,,3.55,,,,,,22.22,25.99,35.88,-9.47,-100,0.07,,-1.27,-0.17,,-0.37,-0.01,0,0,-0.02,-53.23,-32.49,0,-0.02,0,0.01,,12.82
Bartronics India,532694,ASMS,Computers - Software - Medium / Small,21.13,303.57,38.53,0.05,90,0,1.98,396.1,12.41,2.99,1.19,3.74,-0.1,2.12,48.84,-8.04,-6.47,107.61,26.89,15.24,10.76,7.34,,,8.17,71.71,75.61,42.46,4.3,-6.86,52.44,-5.42,1.97,1.38,-0.32,-35.28,-0.52,-4.1,-5.77,-0.68,1.19,0.88,0,-0.63,62.11,156.95,24.28,5.34
Basant Agro Tech,524687,,Fertilizers,21.95,50.23,34.13,0.44,53.07,0.88,6.74,14.63,99.3,-24.64,10.12,6.35,6.12,3.96,404.75,7.11,7.44,-77.75,-24.39,-10.64,-4.63,-13.37,7.9,8.51,2.3,12.39,11.35,47.07,0.95,-28.36,565,4.31,35.92,3.96,2.59,11.55,-14.57,-41.47,0.04,-88.11,10.12,9.17,0.36,-42.35,-14.87,12.43,1.14,-5.39
BASF India,500042,BASF,Chemicals,5444.4,41.86,42.14,130.15,73.33,0.05,161.51,127,3359.97,2.54,26.22,25.04,6.46,563.35,13767.48,12.93,17.97,47.25,25.05,79.62,54.59,15.41,17.94,20.25,19.02,107.78,28.07,35.39,8.17,0.9,13644.77,15.33,686.64,563.35,12.01,372.63,708.15,468.23,240.99,1382.61,26.22,21.43,0.28,1667.89,2722.6,2935.45,7.31,78.9
Bata India,500043,BATAINDIA,Leather / Leather Products,1515.3,66.71,76.16,20.42,50.16,0.89,63.65,-3,797.87,2.48,15.4,18.26,22.59,291.57,3478.61,26.75,3.48,-9.51,76.88,-2.46,7.49,3.89,11.3,14.63,19.67,-9.29,-1.2,2.46,8.81,0.78,3451.57,4.99,804.18,262.51,5.35,192.97,355.22,539.14,56.82,1058.15,15.4,14.3,0.79,1293.44,2336.2,2841.32,12.76,-3.88
Batliboi,522004,,Engineering,119.05,44.59,44.94,3.15,62.69,0.55,1.13,-42.35,75.13,12.84,6.47,8.48,5.85,9.16,286.39,23.51,2.84,-13.26,56.19,-6.57,15.1,16.47,-0.9,3.76,6.49,54.99,69.38,53.43,3.01,12.83,253.83,4.96,15.95,9.16,0.71,-1.17,2.74,-0.58,-7.05,18.95,6.47,3.35,0.42,28.06,36.12,39.05,2.37,5.63
Bayer Crop Sci.,506285,BAYERCROP,Pesticides / Agrochemicals - Multinational,6621.2,40.24,40.34,164.77,71.43,0.02,96,-38.45,791.5,-19.44,32.8,33.83,18.69,740.5,5103.2,6.19,10.01,9.17,15.07,16.95,14.32,9.87,23.84,25.45,26.63,42.66,5.74,14.8,15.97,-0.71,5139.7,8.94,924.2,740.5,4.82,615.31,912.2,536.7,79.4,1617.1,32.8,31.83,2.11,1776.4,3129,3683.2,10.44,13.17
BCL Industries,524332,BCLIND,Solvent Extraction,52.08,15.64,22.6,3.32,59.47,0.73,23.71,-4.98,597.63,30.78,17.77,16.04,8.99,90.66,2129.19,14.26,19.05,40.88,29.1,17.11,37.96,,17.86,18.86,16.74,5.04,24.84,43.2,8.04,17.1,1818.33,18.69,123.56,95.92,,61.36,-97.98,-221.89,-16.24,-391.88,17.77,17.12,0.96,168.81,202.25,265.22,2.18,-28.71
BDH Industries,524828,,Pharmaceuticals - Indian - Formulations,350,20.43,27.56,17.14,49.66,0.14,2.96,54.97,27.11,19.32,19.73,20.61,14.48,9.87,85.83,14.32,10.67,20.37,15.78,15.36,16.74,15.68,16,16,16.89,118.61,30.1,40.29,11.38,15.27,74.46,10.31,10.96,9.87,7.31,7.45,-3.76,6.29,7.15,6.05,19.73,19.2,1.14,7.44,19.57,15.8,3.24,49.32
Beardsell,539447,BEARDSELL,Plastics Products,38.3,19.01,35.96,2.01,56.1,0.4,0.91,-69.57,64.08,7.66,15.63,16.93,7.57,7.93,231.46,24.26,6.41,-5.03,288.51,68.28,2.31,20.01,8.3,11.63,12.19,36.82,43.69,24.84,5.5,5.42,219.57,4.75,17.92,7.93,8.23,4.09,-1.44,2.04,1.26,4.93,15.63,12.27,0.26,30.2,52.74,56.16,2.12,-17.5
Bedmutha Indus.,533270,BEDMUTHA,Steel - Medium / Small,220.25,33.67,28.92,6.49,57.05,1.95,6.75,57.34,229.46,20.13,12.58,13.87,3.24,20.94,812.01,28,10.62,66.99,-52.55,18.09,14.49,34.17,,14.7,19.04,232.72,84.2,68.25,3.93,18.24,686.74,3.41,16.74,20.94,13.64,33.21,45.41,63.4,6.81,167.86,12.58,21.4,0,216.95,352,381.23,5.9,2.09
Beeyu Overseas,532645,,Trading,5.02,,34.42,-0.13,24.63,0,-0.19,,0,,-31.35,-105.88,,-0.18,0,,,-1900,,11.13,3.91,,-17.12,-23.7,-105.88,143.69,72.97,72.36,-5.77,,0,,-0.12,-0.18,,-0.04,0.06,0.03,-0.01,0.12,-31.35,-21.24,0,0.12,0.26,-1.7,88.74,70.75
Bemco Hydraulics,522650,,Engineering,1330.2,37.53,44.94,36.31,74.69,0.4,2.15,18.78,28.32,64.27,16.65,19.31,15.78,7.75,84.5,9.45,11.85,99.23,25.4,49.72,56.31,,10.33,12.74,15.16,125.57,58.37,59.78,7.2,74.44,48.44,10.57,6.83,7.94,,4.25,6.99,-7.21,-8.75,10.99,16.65,14.73,0.15,15.86,26.34,40.15,5.28,40.78
BEML Ltd,500048,BEML,Engineering,4969.8,73.36,96.54,67.73,54.03,0.03,256.8,62.85,1513.65,9.06,11.41,15.18,10.91,281.77,4054.32,4.07,3.14,87.31,60.18,34.88,18.72,43.04,5.93,7.76,11.07,217.31,67.56,46.18,5.34,3.98,3898.95,7.19,368.94,281.77,3.39,138.5,357.73,576.89,208.47,964.93,11.41,8.22,0.2,1072.06,876.87,1263.43,7.75,57.87
Benares Hotels,509438,,Hotels,8849,31.76,47.37,277.23,62.57,0.03,11.59,52.7,35.58,29.38,28.35,40.56,42.62,36.22,120.56,70.7,15.1,54.85,107.43,33.6,26.94,14.94,16.47,23.29,31.12,51.11,76.66,43.58,26.21,29.18,93.33,13.54,36.17,36.04,10.89,14.18,29.48,26.26,9.08,71.53,28.35,19.23,0.23,84.54,103.37,127.81,8.65,-8.49
Bengal & Assam,533095,,Finance & Investments,8831,6.39,24.42,3445,73.01,0.05,316.51,11.19,522.94,-87.26,12.91,20.62,14.5,1560.31,12917.41,7.36,0.6,63.13,46.89,32.65,24.72,55.58,17.72,19,21.42,79.53,71.94,41.05,12.14,-21.81,16520.97,35.25,1617.93,4193.58,26.3,828.22,1246.35,957.28,11.87,2198.7,12.91,11.41,0.28,3605.13,6884.32,7979.17,1.1,9.8
Bengal Tea & Fab,532230,,Tea,162.65,,28.45,-3.73,73.38,0.06,-5.46,24.27,3.74,3.31,3.75,2.42,-5.58,-2.6,56.12,4.5,-12.69,-719.05,,,6.49,,-1.79,-3.37,-2.33,99.67,48.82,36.2,-1.63,13.33,49.52,-11.25,0.03,-3.36,-13.96,-1.86,74.86,11.39,-12.75,121.26,3.75,2.98,0.61,92.18,102.66,115.01,1.34,61.3
Berger Paints,509480,BERGEPAINT,Paints / Varnishes,513.75,51.29,50.87,10.02,74.99,0.14,222.62,19.61,2520.28,3.14,25.75,27.64,16.62,1167.74,11198.92,17.99,13.06,35.66,17.78,19.22,15.5,16.72,22.92,22.28,23.66,-7.5,-9.94,15.15,14.32,5.97,10567.84,13.72,1477.79,1169.82,11.62,842.05,1320.52,232.12,12.87,1359.56,25.75,26.41,0.68,3133.52,4653.92,5686.66,11.14,-13.44
Bervin Invest.,531340,,Finance & Investments,42.99,2.94,24.42,14.61,73.55,0,-1.58,92.25,0,,17.99,26.34,,8.62,0,,,185.94,35.83,-4.83,124.71,39.22,13.24,14.13,30.33,34.34,28.44,48.17,15.44,-100,10.86,,-9.14,8.62,,3.28,27.19,-30.33,0.06,8.41,17.99,14.59,0,8.41,28.53,-3.64,0.65,32.36
Beryl Drugs,524606,,Pharmaceuticals - Indian - Bulk Drugs & Formln,32.51,21.42,36.02,1.52,26.38,0.57,-0.35,-683.33,3.21,-47.29,6.27,11.05,9.84,0.77,27.13,24.58,16.19,0,113.27,5.83,20.43,11.05,2.12,3.7,9.07,82.64,51.88,37.11,4.4,1.08,26.84,13.91,2,0.77,6.44,0.17,-0.32,1.73,0.01,1.51,6.27,5.15,0,3.01,3.53,6.78,1.85,38.52
Beryl Securities,531582,,Finance & Investments,29,82.72,24.42,0.35,0,0,0.08,233.33,0.23,4.55,3.12,2.7,30.12,0.17,0.83,3.44,2.32,30.77,-18.15,-10.74,22.96,-2.09,2.86,2.29,1.77,-11.64,56.75,,1.7,7.79,0.77,4.74,0.19,0.17,6.55,0.26,0.8,-0.1,-0.1,0.58,3.12,3.89,0,0.75,1.02,0.17,1.45,11.41
Best Agrolife,539660,BESTAGRO,Trading,624.05,13.94,34.42,44.94,50.1,0.98,-72.49,-761.95,135.39,-46.68,30.55,16.49,12.04,106.27,1873.32,27.42,,-44.69,42.04,,145.23,,,32.34,18.1,-44.52,15.37,66.04,6.09,7.31,1745.68,46.87,313.66,106.27,,,-10.06,-217.54,48.7,-293.61,30.55,30.55,0.47,-204.76,,,2.18,-22.3
Best Eastern Hot,508664,,Hotels,17.79,214.11,47.37,0.08,75,1.04,-0.22,-191.67,1.43,22.22,6.51,8.55,17.87,0.14,6.21,38.45,3.69,-75.86,30.95,-12.94,0,-9.74,-2.98,6.84,5.75,-39.96,-5.23,2.08,2.33,2.81,6.04,3.84,1.27,0.14,2.96,-0.08,-0.02,-0.15,-0.03,0.35,6.51,1.41,0,1.87,2.72,4.85,12.92,-13.43
Betex India,512477,,Textiles - Processing,220.8,9.95,21.82,22.2,53.29,0.11,1.36,-51.6,21.47,0.14,11.58,17.17,6.6,3.33,89.4,22.58,14.03,6.05,17.36,27.72,17.14,10.12,7.31,8.4,11.01,64.71,38.06,57.48,6.49,19.9,74.56,6.46,5.15,3.33,8.65,1.87,10,6.6,1.85,18.19,11.58,9.31,0,23.9,32.07,33.95,1.03,-22.53
BF Investment,533303,BFINVEST,Finance & Investments,674.45,5.84,24.42,115.15,74.13,0,250.24,119.34,12.93,149.61,8.56,10.63,85.15,433.74,42.43,37.25,17.89,67.27,17.55,28.19,18.13,,7.3,6.61,7.96,77.46,20.4,19.63,7.28,35.95,31.21,-36.97,25.57,433.74,,260.88,9.06,-0.19,6.7,14.41,8.56,10.47,0,14.44,5.21,-21.49,0.41,19.4
BF Utilities,532430,BFUTILITIE,Power Generation And Supply,862.65,321.84,40.21,2.68,56.74,0.09,9.38,1019.61,2.38,16.1,5.37,8.61,-9.23,10.09,19.4,9.96,1.72,75.48,98.88,-17.97,4.67,7.51,2.91,4.57,7.05,125.15,21.42,32.14,5.24,7.6,18.03,-1.29,-1.06,10.09,-3.58,3.89,-4.89,-2.46,-0.95,-7.05,5.37,3.22,0,-7,-9.59,2,21.93,46.57
BGIL Films & Tec,511664,,Entertainment / Electronic Media Software,9.15,,44.59,-0.58,41.84,0.06,0.06,136.36,0,,-2.8,-4.49,,-0.68,0,,,-51.11,,,,,-1.73,-2.1,-3.46,,,42.45,-2.05,,0,,-0.25,-0.66,,-0.35,-1.27,0.22,0.31,-0.94,-2.8,-2.26,0,-0.94,-1.16,-1.6,0.54,121.55
BGR Energy Sys.,532930,BGRENERGY,Engineering - Turnkey Services,48.59,,40.94,-105.07,51.01,20.08,129.44,160.05,170.01,59.38,-7.6,-15.92,-33.19,-758.18,1012.36,-3.87,-20.92,-56.43,,,,,,,,-14.98,-8.99,0.02,-16.34,25.56,806.27,-16.04,-278.33,-760.8,-11.15,-361.49,150.71,302.14,-4.25,787.83,-7.6,-4.74,0,781.54,1620.47,1894.52,,-46.37
Bhagawati Oxygen,509449,,Chemicals,47.1,26.54,42.14,1.77,43.3,0.29,-1.71,-159.09,0.16,100,-8.49,11.58,-680.56,0.41,0.72,21.64,-37.66,112.81,28.71,19.36,-11.04,-1.96,-21.66,-32,9.45,30.07,13.17,30.03,3.3,5.88,0.68,-31.34,-1.24,0.41,-24.71,-1.77,4.82,1.16,0.61,5.55,-8.49,-7.77,0,-4.33,-1.86,2.94,2.42,-24.76
Bhageria Indust.,530803,BHAGERIA,Dyes And Pigments,173.7,38.27,36.76,4.5,71.75,0.07,7.18,43.6,182.94,26.1,9.51,5.25,8.83,19.62,494.97,7.43,1.37,42.9,-32,-22.72,-9.98,2.45,10.1,6.94,3.83,9.62,-13.94,7.17,3.02,-1.3,501.49,5.2,54.53,19.62,2.99,46.38,8.36,-0.75,-14.52,34.36,9.51,13.39,0.57,131.47,252.68,429.17,1.46,8.49
Bhagiradha Chem.,531719,BHAGCHEM,Pesticides / Agrochemicals - Indian,252.35,154.59,42.15,1.95,20.27,0.15,8.12,-17.31,110.32,-9.99,18.5,8.71,10.55,20.3,406.72,8.56,1.16,-56.26,-3.85,2.11,53.96,26.34,12.24,12.96,5.55,78.24,65.45,44.38,4,-18.99,502.09,10.45,77.85,20.3,8.84,26.1,17.67,-14.57,-0.02,-5.48,18.5,16.48,0.04,58.51,110.2,132.32,6.3,66.97
Bhagwati Auto,504646,,Castings & Forgings,465,19.33,34.67,24.06,73.9,0.21,4.07,82.51,32.21,-11.19,15.75,22.56,9.61,6.93,134.21,8.74,2.27,-10.35,57.61,13.5,27.29,4.07,11.75,14.24,18.41,19.98,41.25,33.27,10.07,-13.05,154.35,9.65,14.76,6.93,5.06,3.51,4.17,11.77,2.78,3.65,15.75,13.58,0.43,27.15,37.79,45.38,3.28,-22.87
Bhagyanagar Ind,512296,BHAGYANGR,Mining / Minerals / Metals,120.73,8.46,23.01,14.29,72.34,0.52,2.44,-57.93,409.68,-38.22,12.64,20.94,2.23,45.72,1430.72,22.03,20.24,351.78,135.96,49.32,29.44,31.14,10.25,14.96,26.81,121.32,35.16,37.74,12.08,-22.52,1846.59,24.43,34.7,45.72,19.84,14.19,134.39,-48.73,-9.04,80.35,12.64,9.73,0,52.26,25.21,5.02,2,19.83
Bhandari Hosiery,512608,BHANDARI,Textiles - Products,7.73,28.42,31.77,0.27,27.63,1.22,1.64,4.46,88.83,-19.55,9.75,9.89,9.39,6.53,266.73,5.78,0.08,-0.76,55.7,3.99,6.22,12.67,6.6,7.61,6.99,85.37,32.27,40.54,2.79,-5.49,282.23,3.23,23.44,6.53,9.28,5.31,-13.59,9.72,0.37,1.52,9.75,9.26,0.13,32.19,29.76,28.37,1.86,8.26
Bhansali Engg.,500052,BEPL,Petrochemicals,148.93,20.62,21.26,7.22,57.47,0,41.35,193.89,321.18,-2.05,33.47,24.44,17.35,179.69,1221.73,-1.85,-0.05,32.28,-18.63,31.13,26,61.59,28.81,23.35,18.08,60.23,5.88,28.25,16.19,-10.34,1362.56,10.02,176.97,179.73,9.2,212.87,208.72,135.04,75.02,628.03,33.47,42.29,2.69,667.75,859.21,1104.66,4.02,33.93
Bharat Agri Fert,531862,,Fertilizers,98.69,,34.13,-0.61,67.91,0.91,5.47,329.6,5.04,-32.26,-0.33,1.99,-15.45,-1.16,22.26,-4.6,-13.24,86.16,21.79,10.56,-3.98,,-7.33,-5.41,-2.27,-16.26,83.93,55.37,-1.14,-23.82,29.22,-9.27,-3.1,-3.2,-11.82,-4.41,-19.68,-0.67,0.08,-22.65,-0.33,-2.54,0,-2.01,7.1,18.06,10.57,11.1
Bharat Bhushan,511501,,Finance & Investments,40.97,62.96,24.42,0.65,54,0,0.1,150,0.21,16.67,0.98,1.29,38.03,0.22,0.71,24.27,7.26,83.33,94.28,22.42,-11.07,-6.04,0.76,0.74,1.01,67.7,20.36,17.43,0.96,22.41,0.58,-1.15,0.18,0.22,0.14,0.14,0.27,0.25,0,0.78,0.98,1.04,1.46,0.78,0.43,-0.12,0.58,18.96
Bharat Bijlee,503960,BBL,Electric Equipment,5290.9,45.51,61.85,116.32,33.72,0.08,48.53,80.68,587.47,36.69,8.99,10.56,9.18,131.44,1872.48,36.82,14.97,57.96,73.54,27.08,37.25,28.81,6.14,6.9,8.11,217.21,101.57,60.11,5.77,32,1418.5,15.63,119.74,131.44,14.46,67.98,209.16,36.08,10.65,219.47,8.99,8.22,0.38,283.43,334.77,335.07,3.21,114.39
Bharat Electron,500049,BEL,Electronics - Components,334.8,61.5,85.48,5.45,51.14,0,1796.67,30,8564.08,32.18,30.57,34.75,24.9,3984.52,20268.24,12.83,10.75,33.76,23.84,16.13,14.74,15.46,22.12,23.49,26.4,172.2,77.09,56.56,10.62,14.29,17734.44,12.92,4089.76,3985.24,12.01,2655.93,4015.49,678.11,2644.83,8353.66,30.57,29.06,0.54,10133.57,17797.2,18624.49,14.99,81.61
Bharat Forge,500493,BHARATFORG,Castings & Forgings,1670,84.71,34.67,20.43,45.25,1.11,227.11,59.47,4164.21,14.75,10.83,13.32,16.31,917.61,15682.07,35.27,9.1,100.97,60.81,-2.05,5.95,7.78,9.59,11.75,13.23,96.18,27.38,29.16,4.88,21.47,12910.26,13.67,1736.65,910.16,8.87,578.57,164.07,324.61,-90.84,29.9,10.83,8.55,0.54,3464.72,6006.69,7885.52,10.84,31.01
Bharat Gears,505688,BHARATGEAR,Auto Ancillaries,113.08,,37.01,-6.34,55.32,1.03,-1.75,-308.33,170.77,-4.86,13.8,2,3.55,-9.74,663.05,9.64,2.21,-172.09,-8.77,,,,0.05,8.37,-8.43,-14.24,19.41,13.86,-2.46,-13.48,766.37,7.23,46.17,-9.74,4.67,0.05,33.36,16.37,12.83,75.44,13.8,9.23,0,118.85,231.44,287.69,1.57,-7.16
Bharat Immunolog,524663,,Pharmaceuticals - Indian - Formulations,29.05,,27.56,-4.18,59.25,0.94,-4.92,-59.74,0,-100,-19.46,-9.27,-231.76,-18.07,7.65,-12.61,5.09,-42.4,-30.96,,,,-23.67,-22.69,-17.67,30.15,-24.57,30.15,-8.56,-89.99,78.39,-13.98,-4.97,-17.06,-12.66,-11.98,10.89,-42.12,3.42,-19.45,-19.46,-18.2,0,-19.45,-17.47,-31.95,1.59,-14.71
Bharat Rasayan,590021,BHARATRAS,Pesticides / Agrochemicals - Indian,11253.65,57.18,42.15,196.4,74.99,0.08,55.91,57.66,309.62,1.22,19.88,11.28,11.23,81.61,1044.63,-1.45,1.09,-39.18,-20.98,-6.27,5.88,14.89,19.63,15.55,8.67,19.36,-6.41,22.46,7.18,-15.35,1234.08,7.77,197.59,81.61,11.23,143.7,14.12,191.24,18.25,84.48,19.88,24.91,0.01,188.97,621.74,598.23,4.76,23.66
Bharat Seats,523229,,Auto Ancillaries,168.6,21.27,37.01,7.98,74.59,0.96,8.08,9.63,278.1,-5.22,15.1,15.26,5.7,24.89,1066.82,24.89,3.38,15.45,75.69,2.6,10.5,13.92,11.81,14.05,15.9,21.21,24.06,20.69,5.77,1.5,1051.04,3.47,46.25,25.05,6.66,15.1,-16.1,-16.54,0.29,-32.33,15.1,12.61,0.95,114.9,161.31,264.51,3.17,-10.53
Bharatiya Glob.,533499,BGLOBAL,Computers - Software - Medium / Small,3.2,,38.53,-1.31,48.46,0.05,-0.33,56,0.01,-99.54,-1.46,-1.9,-61.18,-2.07,1.52,-48.58,-47.61,-7.25,,,,,-1.29,-1.77,-2.38,42.22,24.71,14.87,-1.75,-29.63,2.16,-37.37,-1,-2.07,-28.74,-1.16,-0.35,0.54,0.13,0.16,-1.46,-0.93,0,0.16,6.56,6.08,0.06,1.59
Bharti Airtel,532454,BHARTIARTL,Telecommunications - Service Provider,1435.55,71.99,49.76,13.2,53.49,2.63,2068.2,29.63,37599.1,4.42,12.09,13.13,52.2,11911.52,149982.4,14.23,13.17,37.17,-1.68,122.47,15.42,16.34,12.36,11.31,14.93,62.14,39.72,32.31,3.07,7.79,139144.8,6.67,71273.5,8558,5.74,8821.34,38969.5,38874.6,1622.7,106839.9,12.09,9.59,0.28,199239.4,265573.1,315497.1,9.9,35.07
Bhartiya Intl.,526666,BIL,Leather / Leather Products,470,3003.04,76.16,0.18,57.35,1.33,1.41,-97.42,179.66,22.4,7.05,5.47,8.71,0.19,777.52,12.34,0.78,-99.7,26.64,-60.38,-47.61,-35.11,3.43,4.29,0.05,128.16,23.59,9.61,0.02,-2.64,798.6,2.78,87.05,0.19,6.49,12.27,58.55,-9.65,-24.52,67.06,7.05,6.19,0,123.38,142.65,94.4,1.47,51.93
Bheema Cements,518017,,Cement - South India,35.34,,25.54,-10.35,58.04,4.64,-9.94,17.17,0,,-12.57,,,-33.74,0,,,28.24,-15.77,-23.89,-10.96,1.75,-29.86,-38.96,-56.39,-7,,,-12.07,,0,,-15.37,-33.74,,-30.51,-0.12,-0.26,-0.24,-10.46,-12.57,-9.05,0,-9.66,-28,-37.91,2.68,58.76
Bhilwara Spinner,514272,,Textiles - Cotton/Blended,122,225.43,28.02,1.91,50.94,1.21,0.57,-90,1.48,,1.41,1.13,6.06,0.49,9.4,68.35,34.82,96,-21.16,25.11,,15.11,1.69,1.33,1.39,158.69,94.04,50.03,0.78,869.07,0.97,9.91,-0.32,1.73,12.83,0.43,-68.4,1.99,2.66,-67.18,1.41,2.12,0,-2.72,-2.63,-11.97,2.53,45.53
Bhilwara Tech,533108,,Textiles - Products,47.71,21.62,31.77,2.21,71.27,0,3.1,235.37,4.12,214.5,5.74,8.35,0.28,12.88,14.37,30.14,78.63,366.12,21.68,2.83,30.39,,3.84,5.42,8.13,182.64,56.74,52.74,8.05,14.96,12.5,,-5.15,12.88,,5.58,-0.47,3.85,0.47,2.85,5.74,3.92,0,2.86,2.93,1.91,1.69,21.68
Bihar Sponge,500058,,Steel - Sponge Iron,16.5,20,16.36,0.82,69.23,,4.49,8.19,74.14,-34.3,21.32,29.46,-5.19,7.44,266.65,129.39,,-37.53,19.68,44.04,19.3,9.35,,,,79.15,23.45,78.92,4.3,-42.45,463.37,,14.12,7.44,30.17,5.68,17.45,-17.33,-0.59,4.96,21.32,14.6,0,26.95,37.84,38.03,,37.04
Bilcare,526853,,Packaging,57.75,,27.95,-14.11,30.02,1.52,-19.67,-1729.21,200.07,-14.35,2.44,1.22,5.24,-29.47,747.18,6.26,-24.26,-213.27,3.15,14.11,8.44,5.91,-39.44,-8.16,-5.73,2.58,-7.72,19.7,-3.29,-23.88,981.52,-16.47,56.68,-58.53,-13.16,-80.01,-34.36,10.91,10.31,13.15,2.44,0.09,0,96.75,424.7,728.79,0.27,-29.89
Bimetal Bearings,505681,,Bearings,672.85,30.35,33.42,22.07,74.88,0.04,2.23,-9.72,60.81,1.98,5.11,5.61,5.33,8.49,233.67,13.82,2.51,-13.37,27.88,-3.55,9.05,9.52,2.87,3.68,4.09,36.55,14.66,12.12,3.23,1.9,229.31,7.18,16.31,8.44,4.81,5.46,1.53,1.96,0.5,-0.25,5.11,3.7,1.86,29.32,50.81,75.13,1.2,10.66
Binani Industrie,500059,BINANIIND,Miscellaneous,15.55,,34.81,-2.28,52.62,,-1.78,98.78,0,-100,-132.14,,,-7.15,0,,,88.05,14.41,14.1,10.28,7.1,,,,-11.78,,-1.91,-40.52,-100,1.5,,-56.13,-7.15,,-95.09,-6.28,-3.15,-1.79,-12.22,-132.14,-67.04,0,-9.91,-110.59,505.96,,-22.92
Binayaka Tex Pr,523054,,Textiles - Processing,1908.8,24.37,21.82,78.17,59.1,0.54,3.29,210.38,55.87,-7.68,8.41,8.81,7.37,5.56,209.98,2.05,3.62,5.9,7.38,17.81,24.49,-1.6,5.43,6.19,6.15,162.36,46.45,26.62,2.72,-19.6,261.16,3.02,14.6,5.56,2.72,4.36,22.37,1.47,-0.1,23.87,8.41,7.42,0,48.92,56.4,72.97,1.46,137.1
Binny,514215,,Construction,140.95,13.81,37.63,10.22,56.2,0,-5.73,-132.89,23.79,-26.16,16.92,26.75,54.25,22.78,158.6,53.28,26.17,-71.11,74.72,55.32,36.47,30.97,4.68,10.59,15,-43.96,-5.93,4.43,6.5,6.28,74.36,212.89,58.95,59.38,33.89,16.05,6.39,314.73,-0.74,336.74,16.92,13.59,0,372.74,230.16,110.75,0.68,-27.88
Biocon,532523,BIOCON,Pharmaceuticals - Indian - Bulk Drugs & Formln,363,42.32,36.02,8.52,60.64,0.82,222.9,-56.02,3917.1,3.79,6.86,6.12,21.78,1029.76,14755.7,27.36,21.76,63.95,12.09,6.76,7.78,9.58,7.13,5.97,5.47,42.52,-2.24,7.52,2.42,32.05,11174.2,20.98,2411.7,1297.8,17.76,763.82,1045.6,129.3,641.1,428.8,6.86,8.49,0.14,5983,8425.8,10242.5,2.2,28.68
Biofil Chemicals,524396,BIOFILCHEM,Pharmaceuticals - Indian - Formulations,67.6,153.14,27.56,0.44,46.82,0.02,0.25,19.05,15.2,11.6,5.29,4.94,2.02,0.71,40.04,3.85,11.6,26.79,-16.96,8.14,-12.37,3.16,5.45,3.84,4,49.01,0.3,63.09,1.81,33.29,30.04,16.86,1.16,0.71,18.77,0.88,2.37,-0.12,-0.11,1.96,5.29,7.63,0,2.06,4.06,5.78,6.05,14.41
